tract,white_hh,black_hh,latino_hh,asian_hh,oth_hh,non_white_hh,white_owners,black_owners,latino_owners,asian_owners,oth_owners,non_white_owners,loans_white,loans_black,loans_latino,loans_asian,loans_oth,loans_non_white,loans_miss,amount_white,amount_black,amount_latino,amount_asian,amount_oth,amount_non_white,amount_miss,loans_lmi,loans_mi,loans_ui,amount_lmi,amount_mi,amount_ui,loans_low_inc,amount_low_inc,total_owners,total_hh,total_loans,total_loan_amount,white_hh_share,black_hh_share,latino_hh_share,asian_hh_share,oth_hh_share,non_white_hh_share,white_own_shr,black_own_shr,latino_own_shr,asian_own_shr,oth_own_shr,non_white_own_shr,loans_white_shr,loans_black_shr,loans_latino_shr,loans_asian_shr,loans_oth_shr,loans_non_white_shr,loans_miss_shr,community_def_race,med_income_msa_shr,income_level,low_inc,loans_lmi_shr,loans_mi_shr,loans_ui_shr,community_area,sb_count,sb_amount,loan_to_sb_count,loan_to_sb_amount,ams_res,ams_bus,ams_oth,loans_Bank,loans_Credit_Union,loans_IMB,loans_Other,volume_Bank,volume_Credit_Union,volume_IMB,volume_Other,top_3_shr,loans_Large,loans_Medium,loans_Small,volume_Large,volume_Medium,volume_Small,loans_cra,cra_non_white_bor,retail_area_loans
30900,1146,50,93,93,55,291,584,0,77,23,47,147,117,1,6,3,0,10,28,47085000,485000,2490000,675000,0,3650000,10420000,17,43,95,3445000,11135000,46575000,14,2970000,731,1437,127,50735000,0.797494781,0.034794711,0.064718163,0.064718163,0.038274182,0.202505219,0.798905609,0,0.105335157,0.031463748,0.064295486,0.201094391,0.921259843,0.007874016,0.047244094,0.023622047,0,0.078740157,0.220472441,Perdom. White,116.62,MI,not_low,0.109677419,0.277419355,0.612903226,Edgewater,219,8677,122,3571,1517,174,285,34,5,86,2,16630000,1655000,31940000,510000,0.31496063,19,4,11,10375000,2300000,3955000,1,1,2
31000,1507,73,210,145,38,466,594,0,58,96,14,168,153,1,11,9,4,25,30,59035000,115000,3435000,3495000,0,7045000,13440000,32,45,129,6320000,11515000,62045000,27,5425000,762,1973,178,66080000,0.763811455,0.036999493,0.106436898,0.073492144,0.01926001,0.236188545,0.779527559,0,0.076115486,0.125984252,0.018372703,0.220472441,0.859550562,0.005617978,0.061797753,0.050561798,0.02247191,0.140449438,0.168539326,Perdom. White,111.3,MI,not_low,0.155339806,0.218446602,0.626213592,Uptown,293,10573,125,3986,2053,170,449,55,2,116,5,26745000,480000,38560000,1265000,0.337078652,26,8,21,14440000,4760000,7545000,3,2,1
31100,1697,44,184,337,52,617,497,0,0,155,0,155,144,5,22,12,3,42,33,52430000,1665000,7330000,4090000,0,13085000,13045000,22,47,148,4550000,12385000,62190000,21,4395000,652,2314,186,65515000,0.733362143,0.019014693,0.07951599,0.145635264,0.02247191,0.266637857,0.762269939,0,0,0.237730061,0,0.237730061,0.774193548,0.02688172,0.11827957,0.064516129,0.016129032,0.225806452,0.177419355,Perdom. White,122.75,UI,not_low,0.101382488,0.216589862,0.68202765,Uptown,253,11533,136,4631,3522,300,619,56,8,119,3,21510000,2680000,41485000,945000,0.38172043,34,8,14,12940000,4270000,4300000,10,6,4
31200,1197,680,465,366,82,1593,322,45,71,248,14,378,88,4,11,14,5,34,19,23910000,1270000,2265000,3910000,580000,8025000,6235000,30,51,58,6030000,13975000,18480000,25,5135000,700,2790,122,31935000,0.429032258,0.243727599,0.166666667,0.131182796,0.029390681,0.570967742,0.46,0.064285714,0.101428571,0.354285714,0.02,0.54,0.721311475,0.032786885,0.090163934,0.114754098,0.040983607,0.278688525,0.155737705,Mixed Com,79.14,LMI,low_inc,0.215827338,0.366906475,0.417266187,Uptown,191,6861,106,3701,3229,264,411,40,1,79,2,9820000,165000,22255000,520000,0.319672131,20,5,15,5160000,1115000,3545000,23,23,1
31300,2225,592,340,967,59,1958,988,144,74,107,12,337,148,8,33,26,2,69,37,31210000,1200000,4735000,4800000,0,10735000,8915000,102,66,84,11410000,13780000,25540000,70,8450000,1325,4183,217,41945000,0.531914894,0.141525221,0.081281377,0.231173799,0.01410471,0.468085106,0.745660377,0.108679245,0.055849057,0.080754717,0.009056604,0.254339623,0.68202765,0.036866359,0.152073733,0.119815668,0.00921659,0.31797235,0.170506912,Mixed Com,70.34,LMI,low_inc,0.404761905,0.261904762,0.333333333,Uptown,256,4318,146,1915,4414,43,296,71,6,134,6,14785000,930000,24990000,1400000,0.299539171,34,6,31,8620000,970000,5195000,48,40,1
31400,2253,226,179,347,92,844,1351,97,91,169,25,382,203,12,38,24,2,76,31,49715000,3660000,6860000,4710000,0,15230000,6825000,73,101,132,11465000,20035000,39440000,64,10200000,1733,3097,279,64945000,0.727478205,0.072973846,0.057797869,0.112043913,0.029706167,0.272521795,0.779572995,0.055972302,0.052510098,0.097518754,0.014425851,0.220427005,0.727598566,0.043010753,0.136200717,0.086021505,0.007168459,0.272401434,0.111111111,Perdom. White,151.9,UI,not_low,0.238562092,0.330065359,0.431372549,Uptown,177,3496,82,1384,3531,85,269,90,7,177,5,21870000,1405000,41075000,995000,0.358422939,51,9,30,13445000,2465000,5960000,17,16,4
31501,711,504,247,401,39,1191,200,33,54,41,6,134,78,5,10,8,1,24,8,18770000,985000,2390000,1670000,0,5045000,1630000,31,45,33,5595000,10555000,9345000,31,5595000,334,1902,102,23815000,0.373817035,0.264984227,0.129863302,0.210830705,0.020504732,0.626182965,0.598802395,0.098802395,0.161676647,0.122754491,0.017964072,0.401197605,0.764705882,0.049019608,0.098039216,0.078431373,0.009803922,0.235294118,0.078431373,Mixed Com,28,LMI,not_low,0.28440367,0.412844037,0.302752294,Uptown,109,3121,53,674,2422,49,172,37,2,62,1,8765000,350000,14640000,225000,0.303921569,12,5,20,2810000,1275000,4680000,13,13,4
31502,1077,820,335,66,38,1259,305,0,33,0,4,37,62,4,9,5,0,18,10,15730000,1400000,2805000,1195000,0,5400000,2810000,17,33,39,3185000,8755000,11825000,14,2740000,342,2336,80,21130000,0.461044521,0.351027397,0.143407534,0.028253425,0.016267123,0.538955479,0.891812865,0,0.096491228,0,0.011695906,0.108187135,0.775,0.05,0.1125,0.0625,0,0.225,0.125,Mixed Com,46.49,LMI,not_low,0.191011236,0.370786517,0.438202247,Uptown,123,3029,55,507,2668,70,332,29,1,49,1,7605000,225000,13035000,265000,0.45,19,2,8,4565000,400000,2640000,18,18,2
31700,2447,714,204,143,118,1179,1030,27,24,59,62,172,244,8,22,18,4,52,48,73480000,2500000,6120000,5730000,345000,14695000,15030000,58,112,170,12140000,29960000,60830000,50,10710000,1202,3626,296,88175000,0.674848318,0.196911197,0.056260342,0.039437397,0.032542747,0.325151682,0.856905158,0.022462562,0.019966722,0.049084859,0.051580699,0.143094842,0.824324324,0.027027027,0.074324324,0.060810811,0.013513514,0.175675676,0.162162162,Mixed Com,103.12,MI,not_low,0.170588235,0.329411765,0.5,Uptown,251,8576,132,4507,3847,187,832,102,8,179,7,32060000,2300000,52835000,1815000,0.337837838,49,8,45,15455000,3750000,12855000,13,12,4
31800,761,24,118,47,18,207,337,7,54,36,6,103,68,0,12,7,0,19,15,25810000,0,3220000,2615000,0,5835000,10145000,12,24,65,2290000,5500000,33115000,11,2135000,440,968,87,31645000,0.786157025,0.024793388,0.121900826,0.048553719,0.018595041,0.213842975,0.765909091,0.015909091,0.122727273,0.081818182,0.013636364,0.234090909,0.781609195,0,0.137931034,0.08045977,0,0.218390805,0.172413793,Perdom. White,123.29,UI,not_low,0.118811881,0.237623762,0.643564356,Uptown,148,6248,78,2036,1051,106,194,30,3,49,5,14600000,1245000,13905000,1895000,0.379310345,24,1,5,12500000,545000,1555000,4,3,3
31900,923,96,107,67,54,324,406,8,0,22,0,30,78,1,4,11,2,18,12,27980000,215000,950000,4555000,0,5720000,5490000,14,27,65,2860000,6615000,29265000,11,2425000,436,1247,96,33700000,0.740176423,0.076984763,0.085805934,0.053728949,0.043303929,0.259823577,0.931192661,0.018348624,0,0.050458716,0,0.068807339,0.8125,0.010416667,0.041666667,0.114583333,0.020833333,0.1875,0.125,Perdom. White,147.57,UI,not_low,0.132075472,0.254716981,0.613207547,Uptown,199,7439,89,3325,1330,132,361,36,4,55,1,15710000,1160000,17215000,385000,0.333333333,13,10,13,4255000,5690000,5765000,5,3,6
32100,3112,117,495,162,122,896,1010,0,43,81,0,124,219,12,19,18,7,56,40,67445000,3120000,4895000,5880000,345000,14240000,11010000,63,85,165,11415000,22155000,59815000,51,9835000,1134,4008,275,81685000,0.776447106,0.029191617,0.123502994,0.040419162,0.030439122,0.223552894,0.890652557,0,0.037918871,0.071428571,0,0.109347443,0.796363636,0.043636364,0.069090909,0.065454545,0.025454545,0.203636364,0.145454545,Perdom. White,157.66,UI,not_low,0.201277955,0.271565495,0.52715655,Uptown,228,6359,96,2187,4297,162,759,80,8,182,5,23660000,2290000,55330000,1625000,0.356363636,37,13,30,10985000,4655000,8020000,13,12,7
40100,1193,85,268,77,33,463,641,35,97,43,25,200,118,0,7,3,1,11,32,56510000,0,2525000,1805000,0,4330000,14810000,12,28,121,2890000,9120000,63925000,10,2420000,841,1656,129,60840000,0.720410628,0.051328502,0.161835749,0.046497585,0.019927536,0.279589372,0.762187872,0.041617122,0.115338882,0.051129608,0.029726516,0.237812128,0.914728682,0,0.054263566,0.023255814,0.007751938,0.085271318,0.248062016,Perdom. White,114.48,MI,not_low,0.074534161,0.173913043,0.751552795,Lincoln Square,172,8103,75,2436,1826,99,326,48,3,75,3,25690000,1355000,33135000,945000,0.387596899,26,8,14,15640000,5350000,4700000,4,3,3
40201,2052,84,552,220,77,933,865,15,176,79,14,284,212,4,10,17,8,39,52,78740000,1240000,3430000,6775000,425000,11870000,21370000,45,66,189,9855000,19340000,84255000,38,8230000,1149,2985,251,90610000,0.687437186,0.028140704,0.184924623,0.073701843,0.025795645,0.312562814,0.752828547,0.01305483,0.153176675,0.06875544,0.012184508,0.247171453,0.844621514,0.015936255,0.039840637,0.067729084,0.03187251,0.155378486,0.207171315,Mixed Com,107.23,MI,not_low,0.15,0.22,0.63,Lincoln Square,290,9918,168,5358,4603,485,683,77,7,160,7,30605000,3035000,55910000,3335000,0.378486056,36,9,32,14810000,4365000,11430000,8,7,2
40202,1606,114,525,525,200,1364,428,20,90,250,4,364,114,4,23,35,3,65,24,26670000,1240000,4575000,7255000,225000,13295000,5740000,90,54,57,14600000,13260000,17875000,47,9205000,792,2970,179,39965000,0.540740741,0.038383838,0.176767677,0.176767677,0.067340067,0.459259259,0.54040404,0.025252525,0.113636364,0.315656566,0.005050505,0.45959596,0.636871508,0.022346369,0.12849162,0.195530726,0.016759777,0.363128492,0.134078212,Mixed Com,61.78,LMI,low_inc,0.447761194,0.268656716,0.28358209,Lincoln Square,398,6958,187,3377,3222,119,671,60,5,112,2,13730000,1085000,25100000,540000,0.318435754,34,10,16,7340000,2090000,4300000,49,42,3
40300,655,17,46,335,20,418,382,17,31,235,10,293,49,0,5,4,0,9,3,19215000,0,1215000,1620000,0,2835000,1395000,9,10,42,1615000,2460000,19370000,7,1285000,675,1073,58,22050000,0.610438024,0.01584343,0.042870457,0.31220876,0.018639329,0.389561976,0.565925926,0.025185185,0.045925926,0.348148148,0.014814815,0.434074074,0.844827586,0,0.086206897,0.068965517,0,0.155172414,0.051724138,Mixed Com,134.17,UI,not_low,0.147540984,0.163934426,0.68852459,Lincoln Square,170,4042,94,2211,1089,48,171,16,1,41,0,5840000,365000,15845000,0,0.413793103,10,2,4,3740000,840000,1260000,1,1,2
40401,897,26,247,64,36,373,557,5,138,28,19,190,97,0,7,12,3,22,31,46375000,0,2725000,5730000,0,8455000,16065000,18,28,103,3270000,7710000,61385000,13,2595000,747,1270,119,54830000,0.706299213,0.020472441,0.194488189,0.050393701,0.028346457,0.293700787,0.745649264,0.00669344,0.184738956,0.037483266,0.025435074,0.254350736,0.81512605,0,0.058823529,0.100840336,0.025210084,0.18487395,0.260504202,Perdom. White,116.89,MI,not_low,0.120805369,0.187919463,0.691275168,Lincoln Square,148,4652,83,2120,1333,89,201,57,4,56,2,31355000,1180000,23360000,510000,0.31092437,29,11,17,16625000,6815000,7915000,3,3,5
40402,2131,55,194,99,71,419,756,15,51,80,12,158,156,2,9,13,2,26,19,57600000,770000,2525000,5205000,0,8500000,8145000,31,38,131,6675000,9290000,59265000,28,5420000,914,2550,182,66100000,0.835686275,0.021568627,0.076078431,0.038823529,0.027843137,0.164313725,0.827133479,0.016411379,0.055798687,0.087527352,0.013129103,0.172866521,0.857142857,0.010989011,0.049450549,0.071428571,0.010989011,0.142857143,0.104395604,Perdom. White,178.69,UI,not_low,0.155,0.19,0.655,Lincoln Square,194,6097,109,2973,2735,120,577,58,9,111,4,23650000,3755000,37785000,2140000,0.351648352,36,7,15,13900000,3965000,5785000,10,10,4
40600,988,32,119,18,10,179,327,9,46,8,10,73,44,0,2,3,1,6,7,23430000,0,730000,1715000,0,2445000,4675000,10,6,41,1920000,2170000,26965000,9,1735000,400,1167,50,25875000,0.846615253,0.027420737,0.101970865,0.015424165,0.00856898,0.153384747,0.8175,0.0225,0.115,0.02,0.025,0.1825,0.88,0,0.04,0.06,0.02,0.12,0.14,Perdom. White,142.22,UI,not_low,0.175438596,0.105263158,0.719298246,Lincoln Square,209,10621,92,2400,1238,194,234,22,0,25,3,12790000,0,12695000,895000,0.38,12,3,7,7050000,3755000,1985000,1,1,NA
40700,1264,61,132,74,65,332,665,0,0,44,0,44,145,3,7,11,2,23,23,51495000,975000,2685000,3475000,255000,7390000,9125000,32,45,112,6280000,12215000,49700000,27,5305000,709,1596,168,58885000,0.79197995,0.038220551,0.082706767,0.046365915,0.040726817,0.20802005,0.937940762,0,0,0.062059238,0,0.062059238,0.863095238,0.017857143,0.041666667,0.06547619,0.011904762,0.136904762,0.136904762,Perdom. White,133.45,UI,not_low,0.169312169,0.238095238,0.592592593,Lincoln Square,179,7102,109,4680,1612,149,300,54,4,109,1,19520000,1570000,38415000,305000,0.380952381,26,11,17,9120000,4405000,5995000,5,3,3
40800,599,22,84,40,37,183,310,0,13,22,3,38,45,2,1,2,0,5,8,18635000,1400000,255000,430000,0,2085000,3790000,8,11,39,2060000,2685000,19765000,5,1115000,348,782,50,20720000,0.765984655,0.028132992,0.10741688,0.051150895,0.047314578,0.234015345,0.890804598,0,0.037356322,0.063218391,0.00862069,0.109195402,0.9,0.04,0.02,0.04,0,0.1,0.16,Perdom. White,125.51,UI,not_low,0.137931034,0.189655172,0.672413793,Lincoln Square,64,3063,43,1443,693,23,115,20,0,29,1,9620000,0,10755000,345000,0.42,9,5,6,4435000,3045000,2140000,2,2,1
40900,891,25,21,38,21,105,354,0,21,10,15,46,47,1,3,3,0,7,12,23035000,175000,815000,2335000,0,3325000,6640000,4,15,45,740000,2725000,28275000,4,740000,400,996,54,26360000,0.894578313,0.025100402,0.021084337,0.03815261,0.021084337,0.105421687,0.885,0,0.0525,0.025,0.0375,0.115,0.87037037,0.018518519,0.055555556,0.055555556,0,0.12962963,0.222222222,Perdom. White,159.72,UI,not_low,0.0625,0.234375,0.703125,Lincoln Square,112,4020,63,1484,1121,68,210,20,1,32,1,14080000,175000,11050000,1055000,0.425925926,13,2,5,11825000,630000,1625000,2,1,3
50100,1002,17,37,62,22,138,417,7,24,28,9,68,69,0,5,3,1,9,21,35215000,0,2605000,985000,0,3590000,10915000,8,13,76,1730000,3595000,44240000,8,1730000,485,1140,78,38805000,0.878947368,0.014912281,0.03245614,0.054385965,0.019298246,0.121052632,0.859793814,0.01443299,0.049484536,0.057731959,0.018556701,0.140206186,0.884615385,0,0.064102564,0.038461538,0.012820513,0.115384615,0.269230769,Perdom. White,145.57,UI,not_low,0.082474227,0.134020619,0.783505155,North Center,249,14705,110,5199,917,263,310,31,1,45,1,17835000,165000,20825000,285000,0.41025641,22,2,7,12970000,1280000,3585000,5,3,1
50200,1713,53,164,119,35,371,1076,16,139,76,26,257,161,3,11,10,3,27,37,102135000,1305000,7375000,5610000,525000,14815000,25665000,4,18,197,1070000,6070000,133585000,2,400000,1333,2084,188,116950000,0.821976967,0.025431862,0.078694818,0.057101727,0.016794626,0.178023033,0.8072018,0.012003001,0.104276069,0.057014254,0.019504876,0.1927982,0.856382979,0.015957447,0.058510638,0.053191489,0.015957447,0.143617021,0.196808511,Perdom. White,159.64,UI,not_low,0.01826484,0.082191781,0.899543379,North Center,468,19138,217,6263,2225,224,333,85,2,93,8,61975000,830000,49925000,4930000,0.340425532,50,20,15,39310000,13610000,9055000,6,5,10
50300,717,0,215,117,14,346,410,0,61,68,12,141,91,4,5,10,4,23,20,49995000,1700000,1815000,5080000,475000,9070000,12730000,6,15,110,1820000,5295000,65260000,4,940000,551,1063,114,59065000,0.674506115,0,0.202257761,0.110065851,0.013170273,0.325493885,0.744101633,0,0.110707804,0.123411978,0.021778584,0.255898367,0.798245614,0.035087719,0.043859649,0.087719298,0.035087719,0.201754386,0.175438596,Mixed Com,148.03,UI,not_low,0.045801527,0.114503817,0.839694656,North Center,192,14237,93,3637,942,104,163,62,1,48,3,34250000,425000,24350000,1965000,0.350877193,30,15,17,16890000,9655000,7705000,2,2,4
50500,1696,0,183,136,43,362,1077,0,103,100,22,225,172,2,6,18,2,28,37,115110000,2490000,2080000,11580000,0,16150000,24495000,11,20,201,2095000,5870000,145055000,10,1980000,1302,2058,200,131260000,0.824101069,0,0.088921283,0.066083576,0.020894072,0.175898931,0.82718894,0,0.079109063,0.076804916,0.016897081,0.17281106,0.86,0.01,0.03,0.09,0.01,0.14,0.185,Perdom. White,144.67,UI,not_low,0.047413793,0.086206897,0.86637931,North Center,234,7230,120,3667,1795,99,281,90,6,101,3,62230000,3000000,63915000,2795000,0.37,58,14,18,44310000,10890000,7030000,6,3,5
50600,969,4,65,17,16,102,569,0,48,17,7,72,120,3,11,11,4,29,32,60630000,3055000,3655000,6075000,540000,13325000,15060000,13,31,134,2505000,9135000,77180000,11,1965000,641,1071,149,73955000,0.904761905,0.003734827,0.060690943,0.015873016,0.014939309,0.095238095,0.887675507,0,0.074882995,0.026521061,0.010920437,0.112324493,0.805369128,0.020134228,0.073825503,0.073825503,0.026845638,0.194630872,0.214765101,Perdom. White,169.38,UI,not_low,0.073033708,0.174157303,0.752808989,North Center,242,15929,120,6351,905,136,242,63,3,77,6,37295000,1085000,34265000,2940000,0.288590604,36,10,17,23390000,6290000,7615000,6,4,7
50700,605,0,26,11,7,44,474,0,26,9,0,35,75,1,7,4,1,13,19,34175000,565000,2545000,1750000,0,4860000,9175000,16,18,72,3760000,4530000,40040000,15,3585000,509,649,88,39035000,0.93220339,0,0.040061633,0.016949153,0.010785824,0.06779661,0.931237721,0,0.05108055,0.017681729,0,0.068762279,0.852272727,0.011363636,0.079545455,0.045454545,0.011363636,0.147727273,0.215909091,Perdom. White,211.59,UI,not_low,0.150943396,0.169811321,0.679245283,North Center,93,1093,29,294,672,19,65,33,2,51,2,17355000,470000,21345000,500000,0.329545455,11,11,11,7525000,6215000,3615000,3,2,3
50800,481,41,57,10,6,114,227,0,0,8,0,8,53,0,2,3,0,5,21,37915000,0,1520000,1735000,0,3255000,16545000,2,5,72,460000,1715000,55540000,2,460000,235,595,58,41170000,0.808403361,0.068907563,0.095798319,0.016806723,0.010084034,0.191596639,0.965957447,0,0,0.034042553,0,0.034042553,0.913793103,0,0.034482759,0.051724138,0,0.086206897,0.362068966,Perdom. White,189.63,UI,not_low,0.025316456,0.063291139,0.911392405,North Center,103,3262,58,1730,555,49,78,36,1,19,2,24930000,695000,13085000,2460000,0.362068966,21,10,5,14205000,8530000,2195000,1,1,2
50900,393,2,68,40,13,123,170,2,31,30,6,69,41,1,2,4,0,7,7,27275000,815000,1090000,2840000,0,4745000,5895000,4,6,44,770000,1250000,35340000,4,770000,239,516,48,32020000,0.761627907,0.003875969,0.131782946,0.07751938,0.025193798,0.238372093,0.711297071,0.008368201,0.129707113,0.125523013,0.025104603,0.288702929,0.854166667,0.020833333,0.041666667,0.083333333,0,0.145833333,0.145833333,Perdom. White,151.75,UI,not_low,0.074074074,0.111111111,0.814814815,North Center,91,4704,52,1873,626,34,56,24,2,22,0,20330000,770000,10920000,0,0.395833333,14,5,5,13650000,3935000,2745000,0,0,NA
51000,482,34,161,48,9,252,297,4,94,34,3,135,87,0,7,8,2,17,16,47015000,0,3945000,5150000,0,9095000,10710000,2,20,97,430000,6440000,60475000,2,430000,432,734,104,56110000,0.656675749,0.046321526,0.219346049,0.065395095,0.01226158,0.343324251,0.6875,0.009259259,0.217592593,0.078703704,0.006944444,0.3125,0.836538462,0,0.067307692,0.076923077,0.019230769,0.163461538,0.153846154,Mixed Com,188.93,UI,not_low,0.016806723,0.168067227,0.81512605,North Center,81,1928,40,967,692,85,115,51,3,48,2,30955000,1065000,24090000,920000,0.423076923,32,10,9,18950000,7600000,4405000,1,1,4
51100,449,0,107,56,24,187,252,0,48,42,20,110,94,0,6,8,0,14,14,58220000,0,4320000,4210000,0,8530000,10340000,1,10,109,465000,3880000,71335000,0,0,362,636,108,66750000,0.705974843,0,0.168238994,0.088050314,0.037735849,0.294025157,0.696132597,0,0.132596685,0.116022099,0.055248619,0.303867403,0.87037037,0,0.055555556,0.074074074,0,0.12962963,0.12962963,Perdom. White,191.75,UI,not_low,0.008333333,0.083333333,0.908333333,North Center,121,5846,62,2466,688,67,130,45,1,58,4,34555000,475000,30090000,1630000,0.37962963,28,9,8,21760000,8275000,4520000,2,1,5
51200,528,20,32,5,6,63,248,7,16,0,0,23,72,1,2,2,0,5,10,37490000,335000,1650000,790000,0,2775000,6210000,7,15,63,1845000,5095000,37595000,7,1845000,271,591,77,40265000,0.893401015,0.033840948,0.054145516,0.008460237,0.010152284,0.106598985,0.915129151,0.025830258,0.05904059,0,0,0.084870849,0.935064935,0.012987013,0.025974026,0.025974026,0,0.064935065,0.12987013,Perdom. White,200.93,UI,not_low,0.082352941,0.176470588,0.741176471,North Center,90,2268,49,1138,673,32,116,28,3,43,3,17500000,1505000,19785000,1475000,0.428571429,19,5,4,12555000,3135000,1810000,5,4,1
51300,960,24,98,33,7,162,767,24,0,33,0,57,158,3,6,18,3,30,45,87150000,1245000,2320000,8590000,0,12155000,31095000,7,27,198,2005000,9615000,119270000,6,1540000,824,1122,188,99305000,0.855614973,0.021390374,0.087344029,0.029411765,0.006238859,0.144385027,0.930825243,0.029126214,0,0.040048544,0,0.069174757,0.840425532,0.015957447,0.031914894,0.095744681,0.015957447,0.159574468,0.239361702,Perdom. White,227.67,UI,not_low,0.030172414,0.11637931,0.853448276,North Center,171,6634,93,2285,1092,33,169,77,5,102,4,47505000,2605000,48740000,1680000,0.324468085,36,17,24,23620000,10395000,13490000,2,0,3
